OPEN_DATE;OPEN_TIME;CLOSE_DATE;CLOSE_TIME;OPEN;HIGH;LOW;CLOSE;VOLUME;DELTA;ASK;BID;EXPIRATION
02.01.2012;22:00;03.01.2012;02:00;100.51;100.51;99.65;100.51;2214;588;1401;813;02-12
03.01.2012;02:00;03.01.2012;06:00;100.51;100.57;100.21;100.51;1791;273;1032;759;02-12
03.01.2012;06:00;03.01.2012;10:00;100.51;100.91;100.22;100.51;3086;680;1883;1203;02-12
03.01.2012;10:00;03.01.2012;14:00;100.51;101.68;100.42;100.51;13944;2062;8003;5941;02-12
03.01.2012;14:00;03.01.2012;18:00;100.51;102.88;100.99;100.51;97922;-3328;47297;50625;02-12
03.01.2012;18:00;03.01.2012;22:00;100.51;103.13;101.93;100.51;87845;287;44066;43779;02-12
03.01.2012;22:00;04.01.2012;02:00;100.51;103.18;102.94;100.51;7686;-562;3562;4124;02-12
03.01.2012;22:00;04.01.2012;02:00;103.08;103.08;102.91;103.08;699;-53;323;376;02-12
04.01.2012;02:00;04.01.2012;06:00;103.08;103.15;102.62;103.08;2488;-422;1033;1455;02-12
04.01.2012;06:00;04.01.2012;10:00;103.08;102.84;102.50;103.08;2052;-172;940;1112;02-12
04.01.2012;10:00;04.01.2012;14:00;103.08;103.13;102.05;103.08;14342;-1416;6463;7879;02-12
04.01.2012;14:00;04.01.2012;18:00;103.08;103.74;101.88;103.08;117288;-654;58317;58971;02-12
04.01.2012;18:00;04.01.2012;22:00;103.08;103.29;102.22;103.08;77446;-1554;37946;39500;02-12
04.01.2012;22:00;05.01.2012;02:00;103.08;103.64;103.18;103.08;6884;614;3749;3135;02-12
04.01.2012;22:00;05.01.2012;02:00;103.36;103.36;103.05;103.36;769;-7;381;388;02-12
05.01.2012;02:00;05.01.2012;06:00;103.36;103.31;102.80;103.36;2271;79;1175;1096;02-12
05.01.2012;06:00;05.01.2012;10:00;103.36;103.73;102.92;103.36;3168;804;1986;1182;02-12
05.01.2012;10:00;05.01.2012;14:00;103.36;103.69;102.16;103.36;17824;-1968;7928;9896;02-12
05.01.2012;14:00;05.01.2012;18:00;103.36;103.20;102.03;103.36;96149;-735;47707;48442;02-12
05.01.2012;18:00;05.01.2012;22:00;103.36;103.44;101.54;103.36;122138;-4324;58907;63231;02-12
05.01.2012;22:00;06.01.2012;02:00;103.36;101.89;101.30;103.36;8508;-740;3884;4624;02-12
05.01.2012;22:00;06.01.2012;02:00;101.57;101.57;101.31;101.57;802;184;493;309;02-12
06.01.2012;02:00;06.01.2012;06:00;101.57;101.68;101.31;101.57;2750;-172;1289;1461;02-12
06.01.2012;06:00;06.01.2012;10:00;101.57;102.04;101.30;101.57;4705;697;2701;2004;02-12
06.01.2012;10:00;06.01.2012;14:00;101.57;102.54;101.97;101.57;14427;901;7664;6763;02-12
06.01.2012;14:00;06.01.2012;18:00;101.57;102.80;100.88;101.57;112285;-5121;53582;58703;02-12
06.01.2012;18:00;06.01.2012;22:00;101.57;101.72;100.89;101.57;91091;-829;45131;45960;02-12
06.01.2012;22:00;07.01.2012;02:00;101.57;101.94;101.50;101.57;7465;715;4090;3375;02-12
08.01.2012;22:00;09.01.2012;02:00;102.15;102.15;101.29;102.15;2220;-228;996;1224;02-12
09.01.2012;02:00;09.01.2012;06:00;102.15;101.50;100.90;102.15;3755;-625;1565;2190;02-12
09.01.2012;06:00;09.01.2012;10:00;102.15;101.75;100.90;102.15;3348;354;1851;1497;02-12
09.01.2012;10:00;09.01.2012;14:00;102.15;102.06;100.83;102.15;11737;-769;5484;6253;02-12
09.01.2012;14:00;09.01.2012;18:00;102.15;101.87;100.40;102.15;92612;-5906;43353;49259;02-12
09.01.2012;18:00;09.01.2012;22:00;102.15;101.55;100.10;102.15;121554;3310;62432;59122;02-12
09.01.2012;22:00;10.01.2012;02:00;102.15;101.45;101.22;102.15;4709;225;2467;2242;02-12
09.01.2012;22:00;10.01.2012;02:00;101.47;101.47;101.25;101.47;594;-64;265;329;02-12
10.01.2012;02:00;10.01.2012;06:00;101.47;101.69;101.43;101.47;2733;-169;1282;1451;02-12
10.01.2012;06:00;10.01.2012;10:00;101.47;102.25;101.65;101.47;5040;730;2885;2155;02-12
10.01.2012;10:00;10.01.2012;14:00;101.47;103.09;101.82;101.47;18935;2505;10720;8215;02-12
10.01.2012;14:00;10.01.2012;18:00;101.47;103.41;102.41;101.47;99984;-18;49983;50001;02-12
10.01.2012;18:00;10.01.2012;22:00;101.47;103.07;102.09;101.47;84509;-3495;40507;44002;02-12
10.01.2012;22:00;11.01.2012;02:00;101.47;102.39;102.12;101.47;6602;58;3330;3272;02-12
10.01.2012;22:00;11.01.2012;02:00;102.35;102.35;102.11;102.35;734;34;384;350;02-12
11.01.2012;02:00;11.01.2012;06:00;102.35;102.22;101.60;102.35;3373;-193;1590;1783;02-12
11.01.2012;06:00;11.01.2012;10:00;102.35;102.33;101.75;102.35;2895;383;1639;1256;02-12
11.01.2012;10:00;11.01.2012;14:00;102.35;102.46;101.35;102.35;13880;-1140;6370;7510;02-12
11.01.2012;14:00;11.01.2012;18:00;102.35;101.94;100.55;102.35;96248;-668;47790;48458;02-12
